src,dest
EPO,EPOR
EPO,GHR
EPO,IFNAR1
EPO,IFNAR2
EPO,IFNGR1
EPO,IFNGR2
EPO,IFNLR1
EPO,IL10RA
EPO,IL10RB
EPO,IL11RA
EPO,IL12RB1
EPO,IL12RB2
EPO,IL15RA
EPO,IL20RA
EPO,IL20RB
EPO,IL21R
EPO,IL22RA1
EPO,IL22RA2
EPO,IL23R
EPO,IL27RA
EPO,IL2RA
EPO,IL2RB
EPO,IL4R
EPO,IL5RA
EPO,IL6R
EPO,IL6ST
EPO,IL7R
EPO,JAK1
EPO,JAK2
EPO,JAK3
EPO,LEPR
EPO,LIFR
EPO,MPL
EPO,OSMR
EPO,PDGFRA
EPO,PDGFRB
EPO,PRLR
EPOR,GHR
EPOR,IFNAR1
EPOR,IFNAR2
EPOR,IL2RA
EPOR,IL2RB
EPOR,IL4R
EPOR,IL6R
EPOR,IL7R
EPOR,JAK1
EPOR,JAK2
EPOR,JAK3
EPOR,OSMR
EPOR,PRLR
EPOR,TYK2
ERBB2,ERBB3
ERBB2,ERBB4
ERBB2,GRB2
ERBB2,IRS1
ERBB2,MAP2K1
ERBB2,MAP2K2
ERBB2,PIK3CA
ERBB2,PIK3CB
ERBB2,PIK3CD
ERBB2,PIK3R1
ERBB2,PIK3R2
ERBB2,PIK3R3
ERBB2,PLCG1
ERBB2,PLCG2
ERBB2,SHC1
ERBB2,SHC2
ERBB2,SHC3
ERBB2,SHC4
ERBB3,GRB2
ERBB3,IRS1
ERBB3,PIK3CA
ERBB3,PIK3CB
ERBB3,PIK3CD
ERBB3,PIK3R1
ERBB3,PIK3R2
ERBB3,PIK3R3
ERBB3,PLCG1
ERBB3,PLCG2
ERBB3,SHC1
ERBB3,SHC2
ERBB3,SHC3
ERBB3,SHC4
ERBB4,GRB2
ERBB4,IRS1
ERBB4,PIK3CA
ERBB4,PIK3CB
ERBB4,PIK3CD
ERBB4,PIK3R1
ERBB4,PIK3R2
ERBB4,PIK3R3
ERBB4,PLCG1
ERBB4,PLCG2
ERBB4,SHC1
ERBB4,SHC2
ERBB4,SHC3
ERBB4,SHC4
ERBB4,STAT5A
ERBB4,STAT5B
ERBIN,NOD2
EREG,CSF1R
EREG,EGFR
EREG,EPHA2
EREG,ERBB2
EREG,ERBB3
EREG,ERBB4
EREG,FGFR1
EREG,FGFR2
EREG,FGFR3
EREG,FGFR4
EREG,FLT1
EREG,FLT3
EREG,FLT4
EREG,IGF1R
EREG,INSR
EREG,KDR
EREG,KIT
EREG,MET
EREG,NGFR
EREG,NTRK1
EREG,NTRK2
EREG,PDGFRA
EREG,PDGFRB
EREG,TEK
ESR1,BCL2
ESR1,CTSD
ESR1,EBAG9
ESR1,ESR2
ESR1,FOS
ESR1,JUN
ESR1,KRT10
ESR1,KRT12
ESR1,KRT13
ESR1,KRT14
ESR1,KRT15
ESR1,KRT16
ESR1,KRT17
ESR1,KRT18
ESR1,KRT19
ESR1,KRT20
ESR1,KRT23
ESR1,KRT24
ESR1,KRT25
ESR1,KRT26
ESR1,KRT27
ESR1,KRT28
ESR1,KRT31
ESR1,KRT32
ESR1,KRT33A
ESR1,KRT33B
ESR1,KRT34
ESR1,KRT35
ESR1,KRT36
ESR1,KRT37
ESR1,KRT38
ESR1,KRT39
ESR1,KRT40
ESR1,KRT9
ESR1,NCOA1
ESR1,NCOA3
ESR1,PGR
ESR1,RARA
ESR1,SP1
ESR1,SRC
ESR1,TFF1
ESR1,TGFA
ESR2,BCL2
ESR2,CTSD
ESR2,EBAG9
ESR2,FOS
ESR2,JUN
ESR2,KRT10
ESR2,KRT12
ESR2,KRT13
ESR2,KRT14
ESR2,KRT15
ESR2,KRT16
ESR2,KRT17
ESR2,KRT18
ESR2,KRT19
ESR2,KRT20
ESR2,KRT23
ESR2,KRT24
ESR2,KRT25
ESR2,KRT26
ESR2,KRT27
ESR2,KRT28
ESR2,KRT31
ESR2,KRT32
ESR2,KRT33A
ESR2,KRT33B
ESR2,KRT34
ESR2,KRT35
ESR2,KRT36
ESR2,KRT37
ESR2,KRT38
ESR2,KRT39
ESR2,KRT40
ESR2,KRT9
ESR2,NCOA1
ESR2,NCOA3
ESR2,PGR
ESR2,RARA
ESR2,SP1
ESR2,SRC
ESR2,TFF1
ESR2,TGFA
EVC,EFCAB7
EVC,SMO
EVC2,EFCAB7
EVC2,EVC
EVC2,SMO
EVL,ACTB
EVL,ACTG1
EXOC2,TBK1
EXOC7,RHOQ
EXOC7,SLC2A4
F2,AGTR1
F2,AVPR1A
F2,AVPR1B
F2,CXCR1
F2,CXCR2
F2,F2R
F2,GRM1
F2,GRM2
F2,GRM3
F2,GRM4
F2,GRM5
F2,GRM6
F2,GRM7
F2,GRM8
F2,LPAR1
F2,LPAR2
F2,LPAR3
F2,LPAR5
F2,LPAR6
F2,PTGFR
F2R,GNA11
F2R,GNA12
F2R,GNA13
F2R,GNA14
F2R,GNA15
F2R,GNAQ
F2R,GNAS
F2R,GNB1
F2R,GNB2
F2R,GNB3
F2R,GNB4
F2R,GNG10
F2R,GNG11
F2R,GNG12
F2R,GNG13
F2R,GNG2
F2R,GNG3
F2R,GNG4
F2R,GNG5
F2R,GNG7
F2R,GNG8
F2R,GNGT1
F2R,GNGT2
F2R,LPAR2
F2R,LPAR3
F2R,LPAR5
F2R,PIK3CG
F2R,PIK3R5
F2R,PIK3R6
F2R,PLCB1
F2R,PLCB2
F2R,PLCB3
F2R,PLCB4
F2RL3,GNAQ
F2RL3,GNAS
FADD,CASP10
FADD,CASP3
FADD,CASP8
FARP2,CDC42
FAS,DAXX
FASLG,FAS
FAT4,FRMD1
FAT4,FRMD6
FAT4,NF2
FAT4,WWC1
FBXW11,BTRC
FBXW11,CTNNB1
FBXW11,CUL1
FBXW11,GLI1
FBXW11,GLI2
FBXW11,GLI3
FBXW11,SKP1
FBXW11,WWTR1
FBXW11,YAP1
FCER1A,FCER1G
FCER1A,FYN
FCER1A,MS4A2
FCER1A,SYK
FCER1G,CLEC4D
FCER1G,FYN
FCER1G,SYK
FFAR2,GNAI1
FFAR2,GNAI2
FFAR2,GNAI3
FGF1,CSF1R
FGF1,EGFR
FGF1,EPHA2
FGF1,ERBB2
FGF1,ERBB3
FGF1,ERBB4
FGF1,FGFR1
FGF1,FGFR2
FGF1,FGFR3
FGF1,FGFR4
FGF1,FLT1
FGF1,FLT3
FGF1,FLT4
FGF1,IGF1R
FGF1,INSR
FGF1,KDR
FGF1,KIT
FGF1,MET
FGF1,MST1R
FGF1,NGFR
FGF1,NTRK1
FGF1,NTRK2
FGF1,NTRK3
FGF1,PDGFRA
FGF1,PDGFRB
FGF1,RET
FGF1,TEK
FGF10,CSF1R
FGF10,EGFR
FGF10,EPHA2
FGF10,ERBB2
FGF10,ERBB3
FGF10,ERBB4
FGF10,FGFR1
FGF10,FGFR2
FGF10,FGFR3
FGF10,FGFR4
FGF10,FLT1
FGF10,FLT3
FGF10,FLT4
FGF10,IGF1R
FGF10,INSR
FGF10,KDR
FGF10,KIT
FGF10,MET
FGF10,MST1R
FGF10,NGFR
FGF10,NTRK1
FGF10,NTRK2
FGF10,NTRK3
FGF10,PDGFRA
FGF10,PDGFRB
FGF10,RET
FGF10,TEK
FGF17,CSF1R
FGF17,EGFR
FGF17,EPHA2
FGF17,ERBB2
FGF17,ERBB3
FGF17,ERBB4
FGF17,FGFR1
FGF17,FGFR2
FGF17,FGFR3
FGF17,FGFR4
FGF17,FLT1
FGF17,FLT3
FGF17,FLT4
FGF17,IGF1R
FGF17,INSR
FGF17,KDR
FGF17,KIT
FGF17,MET
FGF17,MST1R
FGF17,NGFR
FGF17,NTRK1
FGF17,NTRK2
FGF17,NTRK3
FGF17,PDGFRA
FGF17,PDGFRB
FGF17,RET
FGF17,TEK
FGF18,CSF1R
FGF18,EGFR
FGF18,EPHA2
FGF18,ERBB2
FGF18,ERBB3
FGF18,ERBB4
FGF18,FGFR1
FGF18,FGFR2
FGF18,FGFR3
FGF18,FGFR4
FGF18,FLT1
FGF18,FLT3
FGF18,FLT4
FGF18,IGF1R
FGF18,INSR
FGF18,KDR
FGF18,KIT
FGF18,MET
FGF18,MST1R
FGF18,NGFR
FGF18,NTRK1
FGF18,NTRK2
FGF18,NTRK3
FGF18,PDGFRA
FGF18,PDGFRB
FGF18,RET
FGF18,TEK
FGF19,CSF1R
FGF19,EGFR
FGF19,EPHA2
FGF19,ERBB2
FGF19,ERBB3
FGF19,ERBB4
FGF19,FGFR1
FGF19,FGFR2
FGF19,FGFR3
FGF19,FGFR4
FGF19,FLT1
FGF19,FLT3
FGF19,FLT4
FGF19,IGF1R
FGF19,INSR
FGF19,KDR
FGF19,KIT
FGF19,MET
FGF19,MST1R
FGF19,NGFR
FGF19,NTRK1
FGF19,NTRK2
FGF19,NTRK3
FGF19,PDGFRA
FGF19,PDGFRB
FGF19,RET
FGF19,TEK
FGF2,CSF1R
FGF2,EGFR
FGF2,EPHA2
FGF2,ERBB2
FGF2,ERBB3
FGF2,ERBB4
FGF2,FGFR1
FGF2,FGFR2
FGF2,FGFR3
FGF2,FGFR4
FGF2,FLT1
FGF2,FLT3
FGF2,FLT4
FGF2,IGF1R
FGF2,INSR
FGF2,KDR
FGF2,KIT
FGF2,MET
FGF2,MST1R
FGF2,NGFR
FGF2,NTRK1
FGF2,NTRK2
FGF2,NTRK3
FGF2,PDGFRA
FGF2,PDGFRB
FGF2,RET
FGF2,TEK
FGF20,CSF1R
FGF20,EGFR
FGF20,EPHA2
FGF20,ERBB2
FGF20,ERBB3
FGF20,ERBB4
FGF20,FGFR1
FGF20,FGFR2
FGF20,FGFR3
FGF20,FGFR4
FGF20,FLT1
FGF20,FLT3
FGF20,FLT4
FGF20,IGF1R
FGF20,INSR
FGF20,KDR
FGF20,KIT
FGF20,MET
FGF20,MST1R
FGF20,NGFR
FGF20,NTRK1
FGF20,NTRK2
FGF20,NTRK3
FGF20,PDGFRA
FGF20,PDGFRB
FGF20,RET
FGF20,TEK
FGF21,CSF1R
FGF21,EGFR
FGF21,EPHA2
FGF21,ERBB2
FGF21,ERBB3
FGF21,ERBB4
FGF21,FGFR1
FGF21,FGFR2
FGF21,FGFR3
FGF21,FGFR4
FGF21,FLT1
FGF21,FLT3
FGF21,FLT4
FGF21,IGF1R
FGF21,INSR
FGF21,KDR
FGF21,KIT
FGF21,MET
FGF21,MST1R
FGF21,NGFR
FGF21,NTRK1
FGF21,NTRK2
FGF21,NTRK3
FGF21,PDGFRA
FGF21,PDGFRB
FGF21,RET
FGF21,TEK
FGF22,CSF1R
FGF22,EGFR
FGF22,EPHA2
FGF22,ERBB2
FGF22,ERBB3
FGF22,ERBB4
FGF22,FGFR1
FGF22,FGFR2
FGF22,FGFR3
FGF22,FGFR4
FGF22,FLT1
FGF22,FLT3
FGF22,FLT4
FGF22,IGF1R
FGF22,INSR
FGF22,KDR
FGF22,KIT
FGF22,MET
FGF22,MST1R
FGF22,NGFR
FGF22,NTRK1
FGF22,NTRK2
FGF22,NTRK3
FGF22,PDGFRA
FGF22,PDGFRB
FGF22,RET
FGF22,TEK
FGF23,CSF1R
FGF23,EGFR
FGF23,EPHA2
FGF23,ERBB2
FGF23,ERBB3
FGF23,ERBB4
FGF23,FGFR1
FGF23,FGFR2
FGF23,FGFR3
FGF23,FGFR4
FGF23,FLT1
FGF23,FLT3
FGF23,FLT4
FGF23,IGF1R
FGF23,INSR
FGF23,KDR
FGF23,KIT
FGF23,MET
FGF23,MST1R
FGF23,NGFR
FGF23,NTRK1
FGF23,NTRK2
FGF23,NTRK3
FGF23,PDGFRA
FGF23,PDGFRB
FGF23,RET
FGF23,TEK
FGF3,CSF1R
FGF3,EGFR
FGF3,EPHA2
FGF3,ERBB2
FGF3,ERBB3
FGF3,ERBB4
FGF3,FGFR1
FGF3,FGFR2
FGF3,FGFR3
FGF3,FGFR4
FGF3,FLT1
FGF3,FLT3
FGF3,FLT4
FGF3,IGF1R
FGF3,INSR
FGF3,KDR
FGF3,KIT
FGF3,MET
FGF3,MST1R
FGF3,NGFR
FGF3,NTRK1
FGF3,NTRK2
FGF3,NTRK3
FGF3,PDGFRA
FGF3,PDGFRB
FGF3,RET
FGF3,TEK
FGF4,CSF1R
FGF4,EGFR
FGF4,EPHA2
FGF4,ERBB2
FGF4,ERBB3
FGF4,ERBB4
FGF4,FGFR1
FGF4,FGFR2
FGF4,FGFR3
FGF4,FGFR4
FGF4,FLT1
FGF4,FLT3
FGF4,FLT4
FGF4,IGF1R
FGF4,INSR
FGF4,KDR
FGF4,KIT
FGF4,MET
FGF4,MST1R
FGF4,NGFR
FGF4,NTRK1
FGF4,NTRK2
FGF4,NTRK3
FGF4,PDGFRA
FGF4,PDGFRB
FGF4,RET
FGF4,TEK
FGF5,CSF1R
FGF5,EGFR
FGF5,EPHA2
FGF5,ERBB2
FGF5,ERBB3
FGF5,ERBB4
FGF5,FGFR1
FGF5,FGFR2
FGF5,FGFR3
FGF5,FGFR4
FGF5,FLT1
FGF5,FLT3
FGF5,FLT4
FGF5,IGF1R
FGF5,INSR
FGF5,KDR
FGF5,KIT
FGF5,MET
FGF5,MST1R
FGF5,NGFR
FGF5,NTRK1
FGF5,NTRK2
FGF5,NTRK3
FGF5,PDGFRA
FGF5,PDGFRB
FGF5,RET
FGF5,TEK
FGF6,CSF1R
FGF6,EGFR
FGF6,EPHA2
FGF6,ERBB2
FGF6,ERBB3
FGF6,ERBB4
FGF6,FGFR1
FGF6,FGFR2
FGF6,FGFR3
FGF6,FGFR4
FGF6,FLT1
FGF6,FLT3
FGF6,FLT4
FGF6,IGF1R
FGF6,INSR
FGF6,KDR
FGF6,KIT
FGF6,MET
FGF6,MST1R
FGF6,NGFR
FGF6,NTRK1
FGF6,NTRK2
FGF6,NTRK3
FGF6,PDGFRA
FGF6,PDGFRB
FGF6,RET
FGF6,TEK
FGF7,CSF1R
FGF7,EGFR
FGF7,EPHA2
FGF7,ERBB2
FGF7,ERBB3
FGF7,ERBB4
FGF7,FGFR1
FGF7,FGFR2
FGF7,FGFR3
FGF7,FGFR4
FGF7,FLT1
FGF7,FLT3
FGF7,FLT4
FGF7,IGF1R
FGF7,INSR
FGF7,KDR
FGF7,KIT
FGF7,MET
FGF7,MST1R
FGF7,NGFR
FGF7,NTRK1
FGF7,NTRK2
FGF7,NTRK3
FGF7,PDGFRA
FGF7,PDGFRB
FGF7,RET
FGF7,TEK
FGF8,CSF1R
FGF8,EGFR
FGF8,EPHA2
FGF8,ERBB2
FGF8,ERBB3
FGF8,ERBB4
FGF8,FGFR1
FGF8,FGFR2
FGF8,FGFR3
FGF8,FGFR4
FGF8,FLT1
FGF8,FLT3
FGF8,FLT4
FGF8,IGF1R
FGF8,INSR
FGF8,KDR
FGF8,KIT
FGF8,MET
FGF8,MST1R
FGF8,NGFR
FGF8,NTRK1
FGF8,NTRK2
FGF8,NTRK3
FGF8,PDGFRA
FGF8,PDGFRB
FGF8,RET
FGF8,TEK
FGF9,CSF1R
FGF9,EGFR
FGF9,EPHA2
FGF9,ERBB2
FGF9,ERBB3
FGF9,ERBB4
FGF9,FGFR1
FGF9,FGFR2
FGF9,FGFR3
FGF9,FGFR4
FGF9,FLT1
FGF9,FLT3
FGF9,FLT4
FGF9,IGF1R
FGF9,INSR
FGF9,KDR
FGF9,KIT
FGF9,MET
FGF9,MST1R
FGF9,NGFR
FGF9,NTRK1
FGF9,NTRK2
FGF9,NTRK3
FGF9,PDGFRA
FGF9,PDGFRB
FGF9,RET
FGF9,TEK
FGFR1,CRK
FGFR1,CRKL
FGFR1,GRB2
FGFR1,HRAS
FGFR1,IRS1
FGFR1,KRAS
FGFR1,NRAS
FGFR1,PIK3CA
FGFR1,PIK3CB
FGFR1,PIK3CD
FGFR1,PIK3R1
FGFR1,PIK3R2
FGFR1,PIK3R3
FGFR1,PLCB1
FGFR1,PLCB2
FGFR1,PLCB3
FGFR1,PLCB4
FGFR1,PLCG1
FGFR1,PLCG2
FGFR1,SHC1
FGFR1,SHC2
FGFR1,SHC3
FGFR1,SHC4
FGFR2,CRK
FGFR2,CRKL
FGFR2,GRB2
FGFR2,HRAS
FGFR2,IRS1
FGFR2,KRAS
FGFR2,NRAS
FGFR2,PIK3CA
FGFR2,PIK3CB
FGFR2,PIK3CD
FGFR2,PIK3R1
FGFR2,PIK3R2
FGFR2,PIK3R3
FGFR2,PLCB1
FGFR2,PLCB2
FGFR2,PLCB3
FGFR2,PLCB4
FGFR2,PLCG1
FGFR2,PLCG2
FGFR2,SHC1
FGFR2,SHC2
FGFR2,SHC3
FGFR2,SHC4
FGFR3,CRK
FGFR3,CRKL
FGFR3,GRB2
FGFR3,HRAS
FGFR3,IRS1
FGFR3,KRAS
FGFR3,NRAS
FGFR3,PIK3CA
FGFR3,PIK3CB
FGFR3,PIK3CD
FGFR3,PIK3R1
FGFR3,PIK3R2
FGFR3,PIK3R3
FGFR3,PLCB1
FGFR3,PLCB2
FGFR3,PLCB3
FGFR3,PLCB4
FGFR3,PLCG1
FGFR3,PLCG2
FGFR3,SHC1
FGFR3,SHC2
FGFR3,SHC3
FGFR3,SHC4
FGFR4,CRK
FGFR4,CRKL
FGFR4,GRB2
FGFR4,HRAS
FGFR4,IRS1
FGFR4,KRAS
FGFR4,NRAS
FGFR4,PIK3CA
FGFR4,PIK3CB
FGFR4,PIK3CD
FGFR4,PIK3R1
FGFR4,PIK3R2
FGFR4,PIK3R3
FGFR4,PLCB1
FGFR4,PLCB2
FGFR4,PLCB3
FGFR4,PLCB4
FGFR4,PLCG1
FGFR4,PLCG2
FGFR4,SHC1
FGFR4,SHC2
FGFR4,SHC3
FGFR4,SHC4
FGR,DOCK2
FGR,ELMO1
FGR,ITK
FGR,PIK3CA
FGR,PIK3CB
FGR,PIK3CD
FGR,PIK3CG
FGR,PIK3R1
FGR,PIK3R2
FGR,PIK3R3
FGR,PIK3R5
FGR,PIK3R6
FGR,PTK2
FGR,PTK2B
FGR,SHC1
FGR,SHC2
FGR,SHC3
FGR,SHC4
FLCN,FNIP1
FLCN,FNIP2
FLCN,RRAGA
FLCN,RRAGC
FLCN,RRAGD
FLT1,CRK
FLT1,CRKL
FLT1,GRB2
FLT1,IRS1
FLT1,PLCB1
FLT1,PLCB2
FLT1,PLCB3
FLT1,PLCB4
FLT1,PLCG1
FLT1,PLCG2
FLT1,SHC1
FLT1,SHC2
FLT1,SHC3
FLT1,SHC4
FLT3,GRB2
FLT3,IRS1
FLT3,SHC1
FLT3,SHC2
FLT3,SHC3
FLT3,SHC4
FLT3LG,CSF1R
FLT3LG,EGFR
FLT3LG,EPHA2
FLT3LG,ERBB2
FLT3LG,ERBB3
FLT3LG,ERBB4
FLT3LG,FGFR1
FLT3LG,FGFR2
FLT3LG,FGFR3
FLT3LG,FGFR4
FLT3LG,FLT1
FLT3LG,FLT3
FLT3LG,FLT4
FLT3LG,IGF1R
FLT3LG,INSR
FLT3LG,KDR
FLT3LG,KIT
FLT3LG,MET
FLT3LG,NGFR
FLT3LG,NTRK1
FLT3LG,NTRK2
FLT3LG,PDGFRA
FLT3LG,PDGFRB
FLT3LG,TEK
FLT4,CRK
FLT4,CRKL
FLT4,GRB2
FLT4,IRS1
FLT4,PLCB1
FLT4,PLCB2
FLT4,PLCB3
FLT4,PLCB4
FLT4,PLCG1
FLT4,PLCG2
FLT4,SHC1
FLT4,SHC2
FLT4,SHC3
FLT4,SHC4
FMOD,TGFB1
FMOD,TGFB2
FMOD,TGFB3
FN1,ITGA1
FN1,ITGA10
FN1,ITGA11
FN1,ITGA2
FN1,ITGA2B
FN1,ITGA3
FN1,ITGA4
FN1,ITGA5
FN1,ITGA6
FN1,ITGA7
FN1,ITGA8
FN1,ITGA9
FN1,ITGAV
FN1,ITGB1
FN1,ITGB3
FN1,ITGB4
FN1,ITGB5
FN1,ITGB6
FN1,ITGB7
FN1,ITGB8
FN1,PTK2
FNIP1,FLCN
FNIP1,RRAGA
FNIP1,RRAGC
FNIP1,RRAGD
FNIP2,FLCN
FNIP2,FNIP1
FNIP2,RRAGA
FNIP2,RRAGC
FNIP2,RRAGD
FOS,CCL11
FOS,CCL17
FOS,CCL2
FOS,CCL20
FOS,CCL3
FOS,CCL3L1
FOS,CCL3L3
FOS,CCL4
FOS,CCL4L1
FOS,CCL4L2
FOS,CCL5
FOS,CCL7
FOS,CCND1
FOS,CDK4
FOS,CSF2
FOS,CSF3
FOS,CXCL1
FOS,CXCL10
FOS,CXCL2
FOS,CXCL3
FOS,CXCL5
FOS,CXCL6
FOS,CXCL8
FOS,DEFB4A
FOS,DEFB4B
FOS,IFNG
FOS,IL10
FOS,IL12A
FOS,IL12B
FOS,IL13
FOS,IL1B
FOS,IL2
FOS,IL4
FOS,IL5
FOS,IL6
FOS,LCN2
FOS,MMP1
FOS,MMP13
FOS,MMP3
FOS,MMP9
FOS,MUC5B
FOS,PTGS2
FOS,S100A7
FOS,S100A7A
FOS,S100A8
FOS,S100A9
FOS,TNF
FOSB,CCL11
FOSB,CCL17
FOSB,CCL2
FOSB,CCL20
FOSB,CCL7
FOSB,CSF2
FOSB,CSF3
FOSB,CXCL1
FOSB,CXCL10
FOSB,CXCL2
FOSB,CXCL3
FOSB,CXCL5
FOSB,CXCL6
FOSB,CXCL8
FOSB,DEFB4A
FOSB,DEFB4B
FOSB,IFNG
FOSB,IL13
FOSB,IL1B
FOSB,IL4
FOSB,IL5
FOSB,IL6
FOSB,LCN2
FOSB,MMP1
FOSB,MMP13
FOSB,MMP3
FOSB,MMP9
FOSB,MUC5B
FOSB,PTGS2
FOSB,S100A7
FOSB,S100A7A
FOSB,S100A8
FOSB,S100A9
FOSB,TNF
FOSL1,CCL11
FOSL1,CCL17
FOSL1,CCL2
FOSL1,CCL20
FOSL1,CCL7
FOSL1,CSF2
FOSL1,CSF3
FOSL1,CXCL1
FOSL1,CXCL10
FOSL1,CXCL2
FOSL1,CXCL3
FOSL1,CXCL5
FOSL1,CXCL6
FOSL1,CXCL8
FOSL1,DEFB4A
FOSL1,DEFB4B
FOSL1,IFNG
FOSL1,IL13
FOSL1,IL1B
FOSL1,IL4
FOSL1,IL5
FOSL1,IL6
FOSL1,LCN2
FOSL1,MMP1
FOSL1,MMP13
FOSL1,MMP3
FOSL1,MMP9
FOSL1,MUC5B
FOSL1,PTGS2
FOSL1,S100A7
FOSL1,S100A7A
FOSL1,S100A8
FOSL1,S100A9
FOSL1,TNF
FOXO1,ATG12
FOXO1,ATM
FOXO1,BCL2L11
FOXO1,BCL6
FOXO1,BNIP3
FOXO1,CAT
FOXO1,CCNB1
FOXO1,CCNB2
FOXO1,CCND1
FOXO1,CCND2
FOXO1,CCNG2
FOXO1,CDKN1A
FOXO1,CDKN1B
FOXO1,CDKN2B
FOXO1,CDKN2D
FOXO1,CPT1A
FOXO1,CPT1B
FOXO1,CPT1C
FOXO1,FASLG
FOXO1,FBP1
FOXO1,FBP2
FOXO1,FBXO25
FOXO1,FBXO32
FOXO1,G6PC2
FOXO1,G6PC3
FOXO1,GABARAP
FOXO1,GABARAPL1
FOXO1,GABARAPL2
FOXO1,GADD45A
FOXO1,GADD45B
FOXO1,GADD45G
FOXO1,IL7R
FOXO1,KLF2
FOXO1,PCK1
FOXO1,PCK2
FOXO1,PLK1
FOXO1,PLK2
FOXO1,PLK3
FOXO1,PLK4
FOXO1,PPARGC1A
FOXO1,RAG1
FOXO1,RAG2
FOXO1,RBL2
FOXO1,S1PR1
FOXO1,S1PR4
FOXO1,SOD2
FOXO1,TNFSF10
FOXO3,ATG12
FOXO3,ATM
FOXO3,BCL2L11
FOXO3,BCL6
FOXO3,BNIP3
FOXO3,CAT
FOXO3,CCNB1
FOXO3,CCNB2
FOXO3,CCND1
FOXO3,CCND2
FOXO3,CCNG2
FOXO3,CDKN1A
FOXO3,CDKN1B
FOXO3,CDKN2B
FOXO3,CDKN2D
FOXO3,FASLG
FOXO3,FBXO25
FOXO3,FBXO32
FOXO3,G6PC2
FOXO3,G6PC3
FOXO3,GABARAP
FOXO3,GABARAPL1
FOXO3,GABARAPL2
FOXO3,GADD45A
FOXO3,GADD45B
FOXO3,GADD45G
FOXO3,GALT
FOXO3,IL7R
FOXO3,KLF2
FOXO3,PCK1
FOXO3,PCK2
FOXO3,PLK1
FOXO3,PLK2
FOXO3,PLK3
FOXO3,PLK4
FOXO3,RAG1
FOXO3,RAG2
FOXO3,RBL2
FOXO3,S1PR1
FOXO3,S1PR4
FOXO3,SOD2
FOXO3,TNFSF10
FPR1,GNAQ
FPR1,GNAS
FRAT1,DVL1
FRAT1,DVL2
FRAT1,DVL3
FRAT2,DVL1
FRAT2,DVL2
FRAT2,DVL3
FRMD1,STK3
FRMD6,FRMD1
FRMD6,NF2
FRMD6,STK3
FRMD6,WWC1
FRS2,CRK
FRS2,CRKL
FSHB,ADCYAP1R1
FSHB,ADORA2A
FSHB,ADRB1
FSHB,DRD1
FSHB,DRD5
FSHB,FSHR
FSHB,GIPR
FSHB,GLP1R
FSHB,HTR4
FSHB,HTR6
FSHB,LHCGR
FSHB,MC2R
FSHB,NPR1
FSHB,PTGER2
FSHB,TSHR
FSHB,VIPR2
FSHR,GNAS
FST,INHBA
FST,INHBB
FST,INHBC
FST,INHBE
FXYD1,ATP1A1
FXYD1,ATP1A2
FXYD1,ATP1A3
FXYD1,ATP1A4
FXYD1,ATP1B1
FXYD1,ATP1B2
FXYD1,ATP1B3
FXYD1,FXYD2
FYB1,LCP2
FYB1,SKAP1
FYN,GAB2
FYN,LCK
FYN,ZAP70
FZD1,DVL1
FZD1,DVL2
FZD1,DVL3
FZD1,FZD4
FZD1,FZD6
FZD1,FZD7
FZD1,FZD8
FZD1,FZD9
FZD1,LRP5
FZD1,LRP6
FZD1,PLCB1
FZD1,PLCB2
FZD1,PLCB3
FZD1,PLCB4
FZD1,ROR1
FZD1,ROR2
FZD1,RYK
FZD10,DVL1
FZD10,DVL2
FZD10,DVL3
FZD10,FZD1
FZD10,FZD2
FZD10,FZD3
FZD10,FZD4
FZD10,FZD5
FZD10,FZD6
FZD10,FZD7
FZD10,FZD8
FZD10,FZD9
FZD10,LRP5
FZD10,LRP6
FZD10,PLCB1
FZD10,PLCB2
FZD10,PLCB3
FZD10,PLCB4
FZD10,ROR1
FZD10,ROR2
FZD10,RYK
FZD2,DVL1
FZD2,DVL2
FZD2,DVL3
FZD2,FZD1
FZD2,FZD3
FZD2,FZD4
FZD2,FZD5
FZD2,FZD6
FZD2,FZD7
FZD2,FZD8
FZD2,FZD9
FZD2,LRP5
FZD2,LRP6
FZD2,PLCB1
FZD2,PLCB2
FZD2,PLCB3
FZD2,PLCB4
FZD2,ROR1
FZD2,ROR2
FZD2,RYK
FZD3,DVL1
FZD3,DVL2
FZD3,DVL3
FZD3,FZD1
FZD3,FZD4
FZD3,FZD6
FZD3,FZD7
FZD3,FZD8
FZD3,FZD9
FZD3,LRP5
FZD3,LRP6
FZD3,PLCB1
FZD3,PLCB2
FZD3,PLCB3
FZD3,PLCB4
FZD3,ROR1
FZD3,ROR2
FZD3,RYK
FZD4,DVL1
FZD4,DVL2
FZD4,DVL3
FZD4,FZD6
FZD4,FZD7
FZD4,FZD8
FZD4,FZD9
FZD4,LRP5
FZD4,LRP6
FZD4,PLCB1
FZD4,PLCB2
FZD4,PLCB3
FZD4,PLCB4
FZD4,ROR1
FZD4,ROR2
FZD4,RYK
FZD5,DVL1
FZD5,DVL2
FZD5,DVL3
FZD5,FZD1
FZD5,FZD3
FZD5,FZD4
FZD5,FZD6
FZD5,FZD7
FZD5,FZD8
FZD5,FZD9
FZD5,LRP5
FZD5,LRP6
FZD5,PLCB1
FZD5,PLCB2
FZD5,PLCB3
FZD5,PLCB4
FZD5,ROR1
FZD5,ROR2
