src,dest
IL15,PDGFRA
IL15,PDGFRB
IL15,PRLR
IL15RA,JAK1
IL15RA,JAK2
IL15RA,JAK3
IL15RA,TYK2
IL17A,IL17RA
IL17A,IL17RC
IL17B,IL17RB
IL17C,IL17RA
IL17C,IL17RE
IL17D,CNTFR
IL17D,CSF2RB
IL17D,CSF3R
IL17D,EGFR
IL17D,EPOR
IL17D,GHR
IL17D,IFNAR1
IL17D,IFNAR2
IL17D,IFNGR1
IL17D,IFNGR2
IL17D,IFNLR1
IL17D,IL10RA
IL17D,IL10RB
IL17D,IL11RA
IL17D,IL12RB1
IL17D,IL12RB2
IL17D,IL15RA
IL17D,IL20RA
IL17D,IL20RB
IL17D,IL21R
IL17D,IL22RA1
IL17D,IL22RA2
IL17D,IL23R
IL17D,IL27RA
IL17D,IL2RA
IL17D,IL2RB
IL17D,IL4R
IL17D,IL5RA
IL17D,IL6R
IL17D,IL6ST
IL17D,IL7R
IL17D,LEPR
IL17D,LIFR
IL17D,MPL
IL17D,OSMR
IL17D,PDGFRA
IL17D,PDGFRB
IL17D,PRLR
IL17F,IL17RA
IL17F,IL17RC
IL17RA,GSK3B
IL17RA,IL17RB
IL17RA,IL17RC
IL17RA,MAPK1
IL17RA,MAPK3
IL17RA,TRADD
IL17RA,TRAF3IP2
IL17RA,TRAF6
IL17RB,TRADD
IL17RB,TRAF3IP2
IL17RB,TRAF6
IL17RC,GSK3B
IL17RC,MAPK1
IL17RC,MAPK3
IL17RC,TRAF3IP2
IL17RE,IL17RA
IL17RE,TRAF3IP2
IL17RE,TRAF6
IL19,CNTFR
IL19,CSF2RB
IL19,CSF3R
IL19,EGFR
IL19,EPOR
IL19,GHR
IL19,IFNAR1
IL19,IFNAR2
IL19,IFNGR1
IL19,IFNGR2
IL19,IFNLR1
IL19,IL10RA
IL19,IL10RB
IL19,IL11RA
IL19,IL12RB1
IL19,IL12RB2
IL19,IL15RA
IL19,IL20RA
IL19,IL20RB
IL19,IL21R
IL19,IL22RA1
IL19,IL22RA2
IL19,IL23R
IL19,IL27RA
IL19,IL2RA
IL19,IL2RB
IL19,IL4R
IL19,IL5RA
IL19,IL6R
IL19,IL6ST
IL19,IL7R
IL19,LEPR
IL19,LIFR
IL19,MPL
IL19,OSMR
IL19,PDGFRA
IL19,PDGFRB
IL19,PRLR
IL1A,IL1R1
IL1A,IL1RAP
IL1B,IL1R1
IL1B,IL1RAP
IL1R1,IRAK4
IL1R1,MYD88
IL1R1,TRAF6
IL1RAP,MYD88
IL2,CNTFR
IL2,CSF2RB
IL2,CSF3R
IL2,EGFR
IL2,EPOR
IL2,GHR
IL2,IFNAR1
IL2,IFNAR2
IL2,IFNGR1
IL2,IFNGR2
IL2,IFNLR1
IL2,IL10RA
IL2,IL10RB
IL2,IL11RA
IL2,IL12RB1
IL2,IL12RB2
IL2,IL15RA
IL2,IL20RA
IL2,IL20RB
IL2,IL21R
IL2,IL22RA1
IL2,IL22RA2
IL2,IL23R
IL2,IL27RA
IL2,IL2RA
IL2,IL2RB
IL2,IL4R
IL2,IL5RA
IL2,IL6R
IL2,IL6ST
IL2,IL7R
IL2,JAK1
IL2,JAK2
IL2,JAK3
IL2,LEPR
IL2,LIFR
IL2,MPL
IL2,OSMR
IL2,PDGFRA
IL2,PDGFRB
IL2,PRLR
IL20,CNTFR
IL20,CSF2RB
IL20,CSF3R
IL20,EGFR
IL20,EPOR
IL20,GHR
IL20,IFNAR1
IL20,IFNAR2
IL20,IFNGR1
IL20,IFNGR2
IL20,IFNLR1
IL20,IL10RA
IL20,IL10RB
IL20,IL11RA
IL20,IL12RB1
IL20,IL12RB2
IL20,IL15RA
IL20,IL20RA
IL20,IL20RB
IL20,IL21R
IL20,IL22RA1
IL20,IL22RA2
IL20,IL23R
IL20,IL27RA
IL20,IL2RA
IL20,IL2RB
IL20,IL4R
IL20,IL5RA
IL20,IL6R
IL20,IL6ST
IL20,IL7R
IL20,LEPR
IL20,LIFR
IL20,MPL
IL20,OSMR
IL20,PDGFRA
IL20,PDGFRB
IL20,PRLR
IL20RA,JAK1
IL20RA,JAK2
IL20RA,JAK3
IL20RA,TYK2
IL20RB,JAK1
IL20RB,JAK2
IL20RB,JAK3
IL20RB,TYK2
IL21,CNTFR
IL21,CSF2RB
IL21,CSF3R
IL21,EGFR
IL21,EPOR
IL21,GHR
IL21,IFNAR1
IL21,IFNAR2
IL21,IFNGR1
IL21,IFNGR2
IL21,IFNLR1
IL21,IL10RA
IL21,IL10RB
IL21,IL11RA
IL21,IL12RB1
IL21,IL12RB2
IL21,IL15RA
IL21,IL20RA
IL21,IL20RB
IL21,IL21R
IL21,IL22RA1
IL21,IL22RA2
IL21,IL23R
IL21,IL27RA
IL21,IL2RA
IL21,IL2RB
IL21,IL4R
IL21,IL5RA
IL21,IL6R
IL21,IL6ST
IL21,IL7R
IL21,LEPR
IL21,LIFR
IL21,MPL
IL21,OSMR
IL21,PDGFRA
IL21,PDGFRB
IL21,PRLR
IL21R,JAK1
IL21R,JAK2
IL21R,JAK3
IL21R,TYK2
IL22,CNTFR
IL22,CSF2RB
IL22,CSF3R
IL22,EGFR
IL22,EPOR
IL22,GHR
IL22,IFNAR1
IL22,IFNAR2
IL22,IFNGR1
IL22,IFNGR2
IL22,IFNLR1
IL22,IL10RA
IL22,IL10RB
IL22,IL11RA
IL22,IL12RB1
IL22,IL12RB2
IL22,IL15RA
IL22,IL20RA
IL22,IL20RB
IL22,IL21R
IL22,IL22RA1
IL22,IL22RA2
IL22,IL23R
IL22,IL27RA
IL22,IL2RA
IL22,IL2RB
IL22,IL4R
IL22,IL5RA
IL22,IL6R
IL22,IL6ST
IL22,IL7R
IL22,LEPR
IL22,LIFR
IL22,MPL
IL22,OSMR
IL22,PDGFRA
IL22,PDGFRB
IL22,PRLR
IL22RA1,JAK1
IL22RA1,JAK2
IL22RA1,JAK3
IL22RA1,TYK2
IL22RA2,JAK1
IL22RA2,JAK2
IL22RA2,JAK3
IL22RA2,TYK2
IL23A,CNTFR
IL23A,CSF2RB
IL23A,CSF3R
IL23A,EGFR
IL23A,EPOR
IL23A,GHR
IL23A,IFNAR1
IL23A,IFNAR2
IL23A,IFNGR1
IL23A,IFNGR2
IL23A,IFNLR1
IL23A,IL10RA
IL23A,IL10RB
IL23A,IL11RA
IL23A,IL12RB1
IL23A,IL12RB2
IL23A,IL15RA
IL23A,IL20RA
IL23A,IL20RB
IL23A,IL21R
IL23A,IL22RA1
IL23A,IL22RA2
IL23A,IL23R
IL23A,IL27RA
IL23A,IL2RA
IL23A,IL2RB
IL23A,IL4R
IL23A,IL5RA
IL23A,IL6R
IL23A,IL6ST
IL23A,IL7R
IL23A,LEPR
IL23A,LIFR
IL23A,MPL
IL23A,OSMR
IL23A,PDGFRA
IL23A,PDGFRB
IL23A,PRLR
IL23R,JAK1
IL23R,JAK2
IL23R,JAK3
IL23R,TYK2
IL24,CNTFR
IL24,CSF2RB
IL24,CSF3R
IL24,EGFR
IL24,EPOR
IL24,GHR
IL24,IFNAR1
IL24,IFNAR2
IL24,IFNGR1
IL24,IFNGR2
IL24,IFNLR1
IL24,IL10RA
IL24,IL10RB
IL24,IL11RA
IL24,IL12RB1
IL24,IL12RB2
IL24,IL15RA
IL24,IL20RA
IL24,IL20RB
IL24,IL21R
IL24,IL22RA1
IL24,IL22RA2
IL24,IL23R
IL24,IL27RA
IL24,IL2RA
IL24,IL2RB
IL24,IL4R
IL24,IL5RA
IL24,IL6R
IL24,IL6ST
IL24,IL7R
IL24,LEPR
IL24,LIFR
IL24,MPL
IL24,OSMR
IL24,PDGFRA
IL24,PDGFRB
IL24,PRLR
IL25,IL17RA
IL25,IL17RB
IL27RA,JAK1
IL27RA,JAK2
IL27RA,JAK3
IL27RA,TYK2
IL2RA,IL2RB
IL2RA,IL4R
IL2RA,IL6R
IL2RA,IL7R
IL2RA,JAK1
IL2RA,JAK2
IL2RA,JAK3
IL2RA,OSMR
IL2RA,PRLR
IL2RA,TYK2
IL2RB,IL4R
IL2RB,IL6R
IL2RB,IL7R
IL2RB,JAK1
IL2RB,JAK2
IL2RB,JAK3
IL2RB,OSMR
IL2RB,PRLR
IL2RB,TYK2
IL3,CNTFR
IL3,CSF2RB
IL3,CSF3R
IL3,EGFR
IL3,EPOR
IL3,GHR
IL3,IFNAR1
IL3,IFNAR2
IL3,IFNGR1
IL3,IFNGR2
IL3,IFNLR1
IL3,IL10RA
IL3,IL10RB
IL3,IL11RA
IL3,IL12RB1
IL3,IL12RB2
IL3,IL15RA
IL3,IL20RA
IL3,IL20RB
IL3,IL21R
IL3,IL22RA1
IL3,IL22RA2
IL3,IL23R
IL3,IL27RA
IL3,IL2RA
IL3,IL2RB
IL3,IL4R
IL3,IL5RA
IL3,IL6R
IL3,IL6ST
IL3,IL7R
IL3,JAK1
IL3,JAK2
IL3,JAK3
IL3,LEPR
IL3,LIFR
IL3,MPL
IL3,OSMR
IL3,PDGFRA
IL3,PDGFRB
IL3,PRLR
IL4,CNTFR
IL4,CSF2RB
IL4,CSF3R
IL4,EGFR
IL4,EPOR
IL4,GHR
IL4,IFNAR1
IL4,IFNAR2
IL4,IFNGR1
IL4,IFNGR2
IL4,IFNLR1
IL4,IL10RA
IL4,IL10RB
IL4,IL11RA
IL4,IL12RB1
IL4,IL12RB2
IL4,IL15RA
IL4,IL20RA
IL4,IL20RB
IL4,IL21R
IL4,IL22RA1
IL4,IL22RA2
IL4,IL23R
IL4,IL27RA
IL4,IL2RA
IL4,IL2RB
IL4,IL4R
IL4,IL5RA
IL4,IL6R
IL4,IL6ST
IL4,IL7R
IL4,JAK1
IL4,JAK2
IL4,JAK3
IL4,LEPR
IL4,LIFR
IL4,MPL
IL4,OSMR
IL4,PDGFRA
IL4,PDGFRB
IL4,PRLR
IL4R,IL6R
IL4R,IL7R
IL4R,JAK1
IL4R,JAK2
IL4R,JAK3
IL4R,OSMR
IL4R,PRLR
IL4R,TYK2
IL5,CNTFR
IL5,CSF2RB
IL5,CSF3R
IL5,EGFR
IL5,EPOR
IL5,GHR
IL5,IFNAR1
IL5,IFNAR2
IL5,IFNGR1
IL5,IFNGR2
IL5,IFNLR1
IL5,IL10RA
IL5,IL10RB
IL5,IL11RA
IL5,IL12RB1
IL5,IL12RB2
IL5,IL15RA
IL5,IL20RA
IL5,IL20RB
IL5,IL21R
IL5,IL22RA1
IL5,IL22RA2
IL5,IL23R
IL5,IL27RA
IL5,IL2RA
IL5,IL2RB
IL5,IL4R
IL5,IL5RA
IL5,IL6R
IL5,IL6ST
IL5,IL7R
IL5,LEPR
IL5,LIFR
IL5,MPL
IL5,OSMR
IL5,PDGFRA
IL5,PDGFRB
IL5,PRLR
IL5RA,JAK1
IL5RA,JAK2
IL5RA,JAK3
IL5RA,TYK2
IL6,CNTFR
IL6,CSF2RB
IL6,CSF3R
IL6,EGFR
IL6,EPOR
IL6,GHR
IL6,IFNAR1
IL6,IFNAR2
IL6,IFNGR1
IL6,IFNGR2
IL6,IFNLR1
IL6,IL10RA
IL6,IL10RB
IL6,IL11RA
IL6,IL12RB1
IL6,IL12RB2
IL6,IL15RA
IL6,IL20RA
IL6,IL20RB
IL6,IL21R
IL6,IL22RA1
IL6,IL22RA2
IL6,IL23R
IL6,IL27RA
IL6,IL2RA
IL6,IL2RB
IL6,IL4R
IL6,IL5RA
IL6,IL6R
IL6,IL6ST
IL6,IL7R
IL6,JAK1
IL6,JAK2
IL6,JAK3
IL6,LEPR
IL6,LIFR
IL6,MPL
IL6,OSMR
IL6,PDGFRA
IL6,PDGFRB
IL6,PRLR
IL6,STAT3
IL6R,IL7R
IL6R,JAK1
IL6R,JAK2
IL6R,JAK3
IL6R,OSMR
IL6R,PRLR
IL6R,STAT3
IL6R,TYK2
IL6ST,GRB2
IL6ST,JAK1
IL6ST,JAK2
IL6ST,JAK3
IL6ST,PIK3CA
IL6ST,PIK3CB
IL6ST,PIK3CD
IL6ST,PIK3R1
IL6ST,PIK3R2
IL6ST,PIK3R3
IL6ST,TYK2
IL7,CNTFR
IL7,CSF2RB
IL7,CSF3R
IL7,EGFR
IL7,EPOR
IL7,GHR
IL7,IFNAR1
IL7,IFNAR2
IL7,IFNGR1
IL7,IFNGR2
IL7,IFNLR1
IL7,IL10RA
IL7,IL10RB
IL7,IL11RA
IL7,IL12RB1
IL7,IL12RB2
IL7,IL15RA
IL7,IL20RA
IL7,IL20RB
IL7,IL21R
IL7,IL22RA1
IL7,IL22RA2
IL7,IL23R
IL7,IL27RA
IL7,IL2RA
IL7,IL2RB
IL7,IL4R
IL7,IL5RA
IL7,IL6R
IL7,IL6ST
IL7,IL7R
IL7,JAK1
IL7,JAK2
IL7,JAK3
IL7,LEPR
IL7,LIFR
IL7,MPL
IL7,OSMR
IL7,PDGFRA
IL7,PDGFRB
IL7,PRLR
IL7R,JAK1
IL7R,JAK2
IL7R,JAK3
IL7R,OSMR
IL7R,PRLR
IL7R,TYK2
IL9,CNTFR
IL9,CSF2RB
IL9,CSF3R
IL9,EGFR
IL9,EPOR
IL9,GHR
IL9,IFNAR1
IL9,IFNAR2
IL9,IFNGR1
IL9,IFNGR2
IL9,IFNLR1
IL9,IL10RA
IL9,IL10RB
IL9,IL11RA
IL9,IL12RB1
IL9,IL12RB2
IL9,IL15RA
IL9,IL20RA
IL9,IL20RB
IL9,IL21R
IL9,IL22RA1
IL9,IL22RA2
IL9,IL23R
IL9,IL27RA
IL9,IL2RA
IL9,IL2RB
IL9,IL4R
IL9,IL5RA
IL9,IL6R
IL9,IL6ST
IL9,IL7R
IL9,LEPR
IL9,LIFR
IL9,MPL
IL9,OSMR
IL9,PDGFRA
IL9,PDGFRB
IL9,PRLR
INHBA,ACVR1B
INHBA,ACVR1C
INHBA,ACVR2A
INHBA,ACVR2B
INHBA,NODAL
INHBA,TGFB1
INHBA,TGFB2
INHBA,TGFB3
INHBB,ACVR1
INHBB,ACVR1B
INHBB,ACVR1C
INHBB,ACVR2A
INHBB,ACVR2B
INHBB,BMPR1A
INHBB,BMPR1B
INHBB,NODAL
INHBB,TGFB1
INHBB,TGFB2
INHBB,TGFB3
INHBC,ACVR1B
INHBC,ACVR1C
INHBC,ACVR2A
INHBC,ACVR2B
INHBC,NODAL
INHBC,TGFB1
INHBC,TGFB2
INHBC,TGFB3
INHBE,ACVR1B
INHBE,ACVR1C
INHBE,ACVR2A
INHBE,ACVR2B
INHBE,NODAL
INHBE,TGFB1
INHBE,TGFB2
INHBE,TGFB3
INPP5D,FCGR2B
INPPL1,FCGR2B
INS,CSF1R
INS,EGFR
INS,EPHA2
INS,ERBB2
INS,ERBB3
INS,ERBB4
INS,FGFR1
INS,FGFR2
INS,FGFR3
INS,FGFR4
INS,FLT1
INS,FLT3
INS,FLT4
INS,IGF1R
INS,INSR
INS,KDR
INS,KIT
INS,MET
INS,NGFR
INS,NTRK1
INS,NTRK2
INS,PDGFRA
INS,PDGFRB
INS,TEK
INSL3,RXFP2
INSL5,RXFP4
INSR,CBL
INSR,CBLB
INSR,CRK
INSR,CRKL
INSR,GAB1
INSR,GAB2
INSR,GRB2
INSR,IRS1
INSR,IRS2
INSR,MAP2K1
INSR,MAP2K2
INSR,PIK3CA
INSR,PIK3CB
INSR,PIK3CD
INSR,PIK3R1
INSR,PIK3R2
INSR,PIK3R3
INSR,PLCB1
INSR,PLCB2
INSR,PLCB3
INSR,PLCB4
INSR,PTPN11
INSR,SH2B2
INSR,SHC1
INSR,SHC2
INSR,SHC3
INSR,SHC4
INVS,DVL1
INVS,DVL2
INVS,DVL3
IQCE,EFCAB7
IQCE,EVC
IQCE,EVC2
IRAK2,IKBKB
IRAK2,IRAK4
IRAK2,TRAF6
IRAK3,IKBKB
IRAK3,IRAK2
IRAK3,IRAK4
IRAK3,TRAF6
IRAK4,IKBKB
IRAK4,MAP3K7
IRAK4,TAB1
IRAK4,TAB2
IRAK4,TRAF6
IRF1,IFNB1
IRF1,IL12A
IRF1,IL12B
IRF1,MDM2
IRF3,CD40
IRF3,CD80
IRF3,CD86
IRF3,CXCL10
IRF3,CXCL11
IRF3,CXCL9
IRF3,IFNA1
IRF3,IFNA10
IRF3,IFNA13
IRF3,IFNA14
IRF3,IFNA16
IRF3,IFNA17
IRF3,IFNA2
IRF3,IFNA21
IRF3,IFNA4
IRF3,IFNA5
IRF3,IFNA6
IRF3,IFNA7
IRF3,IFNA8
IRF3,IFNB1
IRF3,IFNE
IRF3,IFNK
IRF3,IFNW1
IRF5,CCL3
IRF5,CCL3L1
IRF5,CCL3L3
IRF5,CCL4
IRF5,CCL4L1
IRF5,CCL4L2
IRF5,CCL5
IRF5,CXCL8
IRF5,IL12A
IRF5,IL12B
IRF5,IL1B
IRF5,IL6
IRF5,TNF
IRF7,IFNA1
IRF7,IFNA10
IRF7,IFNA13
IRF7,IFNA14
IRF7,IFNA16
IRF7,IFNA17
IRF7,IFNA2
IRF7,IFNA21
IRF7,IFNA4
IRF7,IFNA5
IRF7,IFNA6
IRF7,IFNA7
IRF7,IFNA8
IRF7,IFNB1
IRF7,IFNE
IRF7,IFNK
IRF7,IFNW1
IRF9,IL17D
IRF9,STAT1
IRF9,STAT2
IRS1,GRB2
IRS1,PIK3CA
IRS1,PIK3CB
IRS1,PIK3CD
IRS1,PIK3CG
IRS1,PIK3R1
IRS1,PIK3R2
IRS1,PIK3R3
IRS1,PIK3R5
IRS1,PIK3R6
IRS2,GRB2
IRS2,PIK3CA
IRS2,PIK3CB
IRS2,PIK3CD
IRS2,PIK3CG
IRS2,PIK3R1
IRS2,PIK3R2
IRS2,PIK3R3
IRS2,PIK3R5
IRS2,PIK3R6
ISG15,DDX58
ITCH,CFLAR
ITGA1,ITGA10
ITGA1,ITGA2
ITGA1,ITGA2B
ITGA1,ITGA3
ITGA1,ITGA4
ITGA1,ITGA5
ITGA1,ITGA7
ITGA1,ITGA8
ITGA1,ITGA9
ITGA1,ITGAV
ITGA1,ITGB1
ITGA1,ITGB3
ITGA1,ITGB4
ITGA1,ITGB5
ITGA1,ITGB6
ITGA1,ITGB7
ITGA1,ITGB8
ITGA1,PTK2
ITGA10,ITGA8
ITGA11,ITGA1
ITGA11,ITGA10
ITGA11,ITGA2
ITGA11,ITGA2B
ITGA11,ITGA3
ITGA11,ITGA4
ITGA11,ITGA5
ITGA11,ITGA6
ITGA11,ITGA7
ITGA11,ITGA8
ITGA11,ITGA9
ITGA11,ITGAV
ITGA11,ITGB1
ITGA11,ITGB3
ITGA11,ITGB4
ITGA11,ITGB5
ITGA11,ITGB6
ITGA11,ITGB7
ITGA11,ITGB8
ITGA11,PTK2
ITGA2,ITGA10
ITGA2,ITGA2B
ITGA2,ITGA3
ITGA2,ITGA4
ITGA2,ITGA5
ITGA2,ITGA7
ITGA2,ITGA8
ITGA2,ITGA9
ITGA2,ITGAV
ITGA2,ITGB1
ITGA2,ITGB3
ITGA2,ITGB4
ITGA2,ITGB5
ITGA2,ITGB6
ITGA2,ITGB7
ITGA2,ITGB8
ITGA2,PTK2
ITGA2B,ITGA10
ITGA2B,ITGA3
ITGA2B,ITGA4
ITGA2B,ITGA5
ITGA2B,ITGA7
ITGA2B,ITGA8
ITGA2B,ITGA9
ITGA2B,ITGAV
ITGA2B,ITGB1
ITGA2B,ITGB3
ITGA2B,ITGB4
ITGA2B,ITGB5
ITGA2B,ITGB6
ITGA2B,ITGB7
ITGA2B,ITGB8
ITGA2B,PTK2
ITGA3,ITGA10
ITGA3,ITGA4
ITGA3,ITGA5
ITGA3,ITGA7
ITGA3,ITGA8
ITGA3,ITGA9
ITGA3,ITGAV
ITGA3,ITGB1
ITGA3,ITGB3
ITGA3,ITGB4
ITGA3,ITGB5
ITGA3,ITGB6
ITGA3,ITGB7
ITGA3,ITGB8
ITGA3,PTK2
ITGA4,ITGA10
ITGA4,ITGA5
ITGA4,ITGA7
ITGA4,ITGA8
ITGA4,ITGA9
ITGA4,ITGAV
ITGA4,ITGB1
ITGA4,ITGB3
ITGA4,ITGB4
ITGA4,ITGB5
ITGA4,ITGB6
ITGA4,ITGB7
ITGA4,ITGB8
ITGA4,PTK2
ITGA5,ITGA10
ITGA5,ITGA7
ITGA5,ITGA8
ITGA5,ITGA9
ITGA5,ITGAV
ITGA5,ITGB1
ITGA5,ITGB3
ITGA5,ITGB4
ITGA5,ITGB5
ITGA5,ITGB6
ITGA5,ITGB7
ITGA5,ITGB8
ITGA5,PTK2
ITGA6,ITGA1
ITGA6,ITGA10
ITGA6,ITGA2
ITGA6,ITGA2B
ITGA6,ITGA3
ITGA6,ITGA4
ITGA6,ITGA5
ITGA6,ITGA7
ITGA6,ITGA8
ITGA6,ITGA9
ITGA6,ITGAV
ITGA6,ITGB1
ITGA6,ITGB3
ITGA6,ITGB4
ITGA6,ITGB5
ITGA6,ITGB6
ITGA6,ITGB7
ITGA6,ITGB8
ITGA6,PTK2
ITGA7,ITGA10
ITGA7,ITGA8
ITGA7,ITGA9
ITGA7,ITGAV
ITGA7,ITGB1
ITGA7,ITGB3
ITGA7,ITGB4
ITGA7,ITGB5
ITGA7,ITGB6
ITGA7,ITGB7
ITGA7,ITGB8
ITGA7,PTK2
ITGA9,ITGA10
ITGA9,ITGA8
ITGA9,ITGAV
ITGA9,ITGB1
ITGA9,ITGB3
ITGA9,ITGB4
ITGA9,ITGB5
ITGA9,ITGB6
ITGA9,ITGB7
ITGA9,ITGB8
ITGA9,PTK2
ITGAV,HRAS
ITGAV,ITGA10
ITGAV,ITGA8
ITGAV,ITGB1
ITGAV,ITGB3
ITGAV,ITGB4
ITGAV,ITGB5
ITGAV,ITGB6
ITGAV,ITGB7
ITGAV,ITGB8
ITGAV,KRAS
ITGAV,NRAS
ITGAV,PLCB1
ITGAV,PLCB2
ITGAV,PLCB3
ITGAV,PLCB4
ITGAV,PLCD1
ITGAV,PLCD3
ITGAV,PLCD4
ITGAV,PLCE1
ITGAV,PLCG1
ITGAV,PLCG2
ITGAV,PLCZ1
ITGAV,PTK2
ITGAV,SRC
ITGB1,ITGA10
ITGB1,ITGA8
ITGB1,ITGB3
ITGB1,ITGB4
ITGB1,ITGB5
ITGB1,ITGB6
ITGB1,ITGB7
ITGB1,ITGB8
ITGB1,PTK2
ITGB3,HRAS
ITGB3,ITGA10
ITGB3,ITGA8
ITGB3,ITGB4
ITGB3,ITGB5
ITGB3,ITGB6
ITGB3,ITGB7
ITGB3,ITGB8
ITGB3,KRAS
ITGB3,NRAS
ITGB3,PLCB1
ITGB3,PLCB2
ITGB3,PLCB3
ITGB3,PLCB4
ITGB3,PLCD1
ITGB3,PLCD3
ITGB3,PLCD4
ITGB3,PLCE1
ITGB3,PLCG1
ITGB3,PLCG2
ITGB3,PLCZ1
ITGB3,PTK2
ITGB3,SRC
ITGB4,ITGA10
ITGB4,ITGA8
ITGB4,ITGB5
ITGB4,ITGB6
ITGB4,ITGB7
ITGB4,ITGB8
ITGB4,PTK2
ITGB5,ITGA10
ITGB5,ITGA8
ITGB5,ITGB6
ITGB5,ITGB7
ITGB5,ITGB8
ITGB5,PTK2
ITGB6,ITGA10
ITGB6,ITGA8
ITGB6,ITGB7
ITGB6,ITGB8
ITGB6,PTK2
ITGB7,ITGA10
ITGB7,ITGA8
ITGB7,ITGB8
ITGB7,PTK2
ITGB8,ITGA10
ITGB8,ITGA8
ITGB8,PTK2
ITK,LCP2
ITK,PLCG1
ITK,VAV1
ITK,VAV2
ITK,VAV3
JAG1,CCND1
JAG1,NOTCH1
JAG1,NOTCH2
JAG1,NOTCH3
JAG1,NOTCH4
JAG2,NOTCH1
JAG2,NOTCH2
JAG2,NOTCH3
JAG2,NOTCH4
JAK1,JAK2
JAK1,JAK3
JAK1,OSMR
JAK1,PIK3CA
JAK1,PIK3CB
JAK1,PIK3CD
JAK1,PIK3R1
JAK1,PIK3R2
JAK1,PIK3R3
JAK1,PRLR
JAK1,PTPN11
JAK1,STAT1
JAK1,STAT2
JAK1,STAT3
JAK1,STAT4
JAK1,STAT5A
JAK1,STAT5B
JAK1,STAT6
JAK1,TYK2
JAK2,JAK3
JAK2,OSMR
JAK2,PIK3CA
JAK2,PIK3CB
JAK2,PIK3CD
JAK2,PIK3R1
JAK2,PIK3R2
JAK2,PIK3R3
JAK2,PRLR
JAK2,PTPN11
JAK2,SHC1
JAK2,SHC2
JAK2,SHC3
JAK2,SHC4
JAK2,STAT1
JAK2,STAT2
JAK2,STAT3
JAK2,STAT4
JAK2,STAT5A
JAK2,STAT5B
JAK2,STAT6
JAK3,OSMR
JAK3,PIK3CA
JAK3,PIK3CB
JAK3,PIK3CD
JAK3,PIK3R1
JAK3,PIK3R2
JAK3,PIK3R3
JAK3,PRLR
JAK3,PTPN11
JAK3,STAT1
JAK3,STAT2
JAK3,STAT3
JAK3,STAT4
JAK3,STAT5A
JAK3,STAT5B
JAK3,STAT6
JUN,AGER
JUN,CAMP
JUN,CCL11
JUN,CCL17
JUN,CCL2
JUN,CCL20
JUN,CCL3
JUN,CCL3L1
JUN,CCL3L3
JUN,CCL4
JUN,CCL4L1
JUN,CCL4L2
JUN,CCL5
JUN,CCL7
JUN,CDK4
JUN,CSF2
JUN,CSF3
JUN,CXCL1
JUN,CXCL10
JUN,CXCL2
JUN,CXCL3
JUN,CXCL5
JUN,CXCL6
JUN,CXCL8
JUN,DEFB4A
JUN,DEFB4B
JUN,EDN1
JUN,F3
JUN,ICAM1
JUN,IFNG
JUN,IL10
JUN,IL12A
JUN,IL12B
JUN,IL13
JUN,IL18
JUN,IL1A
JUN,IL1B
JUN,IL2
JUN,IL4
JUN,IL5
JUN,IL6
JUN,LCN2
JUN,MMP1
JUN,MMP13
JUN,MMP2
JUN,MMP3
JUN,MMP9
JUN,MUC5B
JUN,PTGS2
JUN,S100A7
JUN,S100A7A
JUN,S100A8
JUN,S100A9
JUN,SELE
JUN,SERPINE1
JUN,TGFB1
JUN,THBD
JUN,TNF
JUN,VCAM1
JUN,VEGFA
JUN,VEGFB
JUN,VEGFC
JUND,CCL11
JUND,CCL17
JUND,CCL2
JUND,CCL20
JUND,CCL7
JUND,CSF2
JUND,CSF3
JUND,CXCL1
JUND,CXCL10
JUND,CXCL2
JUND,CXCL3
JUND,CXCL5
JUND,CXCL6
JUND,CXCL8
JUND,DEFB4A
JUND,DEFB4B
JUND,IFNG
JUND,IL13
JUND,IL1B
JUND,IL4
JUND,IL5
JUND,IL6
JUND,LCN2
JUND,MMP1
JUND,MMP13
JUND,MMP3
JUND,MMP9
JUND,MUC5B
JUND,PTGS2
JUND,S100A7
JUND,S100A7A
JUND,S100A8
JUND,S100A9
JUND,TNF
KAT2A,KAT2B
KAT2A,MAML1
KAT2A,MAML2
KAT2A,MAML3
KAT2A,NCOA1
KAT2A,NCOA3
KAT2A,RBPJ
KAT2A,RBPJL
KAT2A,RXRA
KAT2A,RXRB
KAT2A,RXRG
KAT2A,THRA
KAT2A,THRB
KAT2B,MAML1
KAT2B,RBPJ
KAT2B,RBPJL
KAT2B,RXRA
KAT2B,RXRB
KAT2B,RXRG
KAT2B,THRA
KAT2B,THRB
KCNMA1,CACNA1C
KCNMA1,CACNA1D
KCNMA1,CACNA1S
KCNMB1,CACNA1C
KCNMB1,CACNA1D
KCNMB1,CACNA1S
KCNMB2,CACNA1C
KCNMB2,CACNA1D
KCNMB2,CACNA1S
KCNMB3,CACNA1C
KCNMB3,CACNA1D
KCNMB3,CACNA1S
KCNMB4,CACNA1C
KCNMB4,CACNA1D
KCNMB4,CACNA1S
KCNU1,CACNA1C
KCNU1,CACNA1D
KCNU1,CACNA1S
KDR,CDC42
KDR,CRK
KDR,CRKL
KDR,GRB2
KDR,IRS1
KDR,PIK3CA
KDR,PIK3CB
KDR,PIK3CD
KDR,PIK3R1
KDR,PIK3R2
