gene_idx,gene_name,degree,log_rna_degree
257,CCL15,0.1007426303647998,0.1960361068693919
258,CCL16,0.247298632026,0.0
259,CCL17,0.3416113507842411,0.0
260,CCL18,0.040272456839,0.0
261,CCL19,0.1846545012297998,0.0
262,CCL2,0.1474852943035798,0.0
263,CCL20,0.2249982019493795,0.46787060793680874
264,CCL21,0.2378097875907999,0.0
265,CCL22,0.1975359047507078,0.0
266,CCL23,0.056665363456,0.0
267,CCL24,0.1005728317349999,0.11049054885022094
268,CCL25,0.0355064529709999,0.0
269,CCL26,0.0980221896839999,0.0
270,CCL27,0.1540305600259999,0.0
271,CCL28,0.1104454326549999,0.0
272,CCL3,0.2218593111003999,0.0
273,CCL3L1,0.1229329699500197,0.0
274,CCL3L3,0.1648953168485358,0.0
275,CCL4,0.1748688291948496,0.0
276,CCL4L1,0.1010255233284792,0.0
277,CCL4L2,0.1928708124422997,0.0
278,CCL5,0.1076123890509998,0.0
279,CCL7,0.2598162166682192,0.0
280,CCL8,0.061652220285,0.0
281,CCNA1,0.069006791515,0.0
282,CCNA2,1.4311659000000002e-05,2.3033726584428705e-05
283,CCNB1,0.0457728171212199,0.10057315875266047
284,CCNB2,0.0376270218487799,0.05216212821469849
285,CCND1,0.6123792600714789,2.211251239523919
286,CCND2,0.3340427424224594,0.0
287,CCND3,0.2998759452141195,0.9530218963169431
288,CCNE1,0.2152579188395998,0.0
289,CCNE2,0.1571051159215997,0.10889696815260021
290,CCNG1,0.044579856492,0.12360160734878708
291,CCNG2,0.0227517459161999,0.015770308534630212
292,CCR1,0.5284468317682798,1.4972026153901206
293,CCR10,0.3404265597335198,0.0
294,CCR2,0.6608717980601296,0.0
295,CCR3,0.3260930254843797,0.0
296,CCR4,0.3990125526401093,0.0
297,CCR5,0.5122799101292135,0.0
298,CCR6,0.3454118246791994,0.0
299,CCR7,0.6062013218719996,0.0
300,CCR8,0.4417692134866798,0.0
301,CCR9,0.4571886731619398,0.0
302,CD14,0.00746919369596,0.005177250551410792
303,CD19,0.1079958466172998,0.0
304,CD209,0.0001429191305999,0.0
305,CD22,0.019267161144,0.0
306,CD247,0.0578375082199999,0.0
307,CD28,0.0802108712803998,0.0
308,CD36,0.2050126540439996,0.0
309,CD38,0.0129561145379999,0.0
310,CD3E,0.03834103134,0.0
311,CD4,0.0395906666,0.0
312,CD40,0.0378391611709999,0.0
313,CD72,0.017433012144,0.0
314,CD79A,0.00571816138,0.0
315,CD79B,0.00413568076,0.0
316,CD80,1.4311659000000002e-05,0.0
317,CD82,0.024937396312,0.07925238786825634
318,CD86,0.019074329515,0.0
319,CD8A,0.0330360472,0.0
320,CD8B,0.02845952764,0.0
321,CDC25B,0.0660145669579997,0.2199740377547096
322,CDC37,0.043006443802,0.16465625105611906
323,CDC42,0.2601083263437798,1.1013263564721048
324,CDH1,0.0108089326895999,0.05100193669578178
325,CDK1,0.0302173819573,0.05414228025727325
326,CDK2,0.1231793629942,0.1982495368323475
327,CDK4,0.1037769788356599,0.3458061169285426
328,CDK6,0.04958737267046,0.10895459395706507
329,CDKN1A,0.5429506201823996,1.5382949422643728
330,CDKN1B,0.2547244395200194,0.775514271555222
331,CDKN2A,0.020823786144,0.04993325835646181
332,CDKN2B,0.1135876181735999,0.24957750633211592
333,CDKN2D,0.0073872270881,0.013236134086441167
334,CDON,0.01516573878,0.0
335,CEBPB,0.5239820519731995,2.632423224181218
336,CER1,0.2400719370959999,0.0
337,CFLAR,0.0363868371831998,0.06519646007825773
338,CFTR,0.1620972470371998,0.0
339,CGA,0.1231288620111999,0.0
340,CHAD,0.05679800941338,0.0
341,CHD8,1.4311659000000002e-05,3.670868055625863e-05
342,CHEK1,0.022931556615,0.025192889895527485
343,CHEK2,0.0504553041989999,0.03497295184983115
344,CHRD,0.02017264330272,0.0
345,CHRM1,0.2861654394605758,0.0
346,CHRM2,0.2922338438049395,0.0
347,CHRM3,0.10900992354004,0.0
348,CHRM5,0.00010614249734,0.0
349,CHUK,0.7553471798099993,1.6596673879001311
350,CIR1,0.1468697296799999,0.4324489569294299
351,CISH,0.1581142520459998,0.0
352,CLEC1B,0.053431998268,0.0
353,CLEC4D,0.025925368385,0.0
354,CLEC4E,0.0073819886962,0.0
355,CLEC4M,0.0001429191305999,0.0
356,CLEC6A,0.021846956102,0.0
357,CLEC7A,0.0105133474031999,0.0
358,CLIP1,0.06004190452,0.14397419901831912
359,CNR1,0.0033125634906598,0.0
360,CNTF,0.7249786407679716,0.502516900814501
361,CNTFR,0.7058934814314972,0.0
362,COL1A1,0.3492843646609996,0.0
363,COL1A2,0.3795867599009996,0.0
364,COL2A1,0.1094584341761799,0.0
365,COL3A1,0.03203811821339,0.0
366,COL4A1,0.1179701915624597,0.0
367,COL4A2,0.0912701901540698,0.0
368,COL4A3,0.2304212220853198,0.0
369,COL4A4,0.2243184892824799,0.0
370,COL6A1,0.1486214638628598,0.0
371,COL6A2,0.1912756729965997,0.0
372,COL6A3,0.0879190893196599,0.0
373,COL6A5,0.2342123824230998,0.0
374,COL6A6,0.1500140374541998,0.0
375,COL9A1,0.1040127890780797,0.0
376,COL9A2,0.0624478685805997,0.0
377,COL9A3,0.2011315575036799,0.0
378,COMP,0.0900756490781059,0.0
379,COP1,0.04014518386,0.10594544171448518
380,CPT1A,0.4755893804629992,1.4700669653775107
381,CPT1B,0.4448326729579993,0.3083345130817814
382,CPT1C,0.3618769866699998,0.0
383,CPT2,0.1194843096,0.3153259430238988
384,CREB1,0.8421287470591988,1.6387068757137297
385,CREB3,0.6215264125843993,2.3659412811865446
386,CREB3L1,0.8752272609861994,1.8199839249053624
387,CREB3L2,0.7269487283517994,2.3684691351621163
388,CREB3L3,0.7428859161319988,0.0
389,CREB3L4,0.6631264960323987,1.7500288398163855
390,CREB5,0.6582518491675997,0.0
391,CREBBP,1.809429693723399,3.975723394011
392,CRK,0.663696413879999,2.0206386238942287
393,CRKL,0.8557356653079999,2.820365153276848
394,CRTC2,0.4261220277525996,1.0588734603835817
395,CSF1,0.3741904110339992,0.0
396,CSF1R,0.8293437343019983,0.0
397,CSF2,0.2597388585652991,0.0
398,CSF2RB,0.5172802525557335,0.0
399,CSF3,0.5991105286093332,0.0
400,CSF3R,0.5754686147111491,0.0
401,CSH1,0.4435265160825274,0.0
402,CSH2,0.3140235805958156,0.0
403,CSN2,0.1181061924399998,0.0
404,CSNK1A1,0.042538331921,0.1385939919650188
405,CSNK1A1L,0.0900827182766598,0.0
406,CSNK1D,0.22824064502128,0.6720406518307476
407,CSNK1E,0.1931382944984259,0.47993063232785166
408,CSNK1G1,0.1370948592041999,0.24564101216161213
409,CSNK1G2,0.017845456789,0.047095183539342826
410,CSNK1G3,0.0521672639475998,0.1338063901429225
411,CSNK2A1,0.00019063187726,0.0007604275171567389
412,CSNK2A2,0.0001676919364,0.0003684568440791822
413,CSNK2A3,0.0001689191136,0.000405050343986731
414,CSNK2B,0.0317030388081999,0.07299894456237281
415,CTBP1,0.7007589713599999,2.19722570145974
416,CTBP2,0.7800170190799998,2.058509631427718
417,CTF1,0.5439441777162478,0.0
418,CTLA4,1.4311659000000002e-05,0.0
419,CTNNA1,0.057575356666,0.25157251853927654
420,CTNNA2,0.037900784409,0.0
421,CTNNA3,0.073699882924,0.0
422,CTNNB1,0.3514142600167998,1.432904803540922
423,CTNNBIP1,0.079741988144,0.2534243308605997
424,CTNND1,2.8623318000000003e-05,0.00012119417692695584
425,CTNND2,0.045739559577,0.0
426,CTSB,9.6288196e-05,0.0004481214463721962
427,CTSD,0.2179595090999999,1.1591348231931797
428,CUL1,0.1005376936634599,0.29602710409818617
429,CUL3,0.1048536346978,0.23038698318103998
430,CX3CL1,0.06749269241,0.0
431,CX3CR1,0.7585869838725195,0.0
432,CXCL1,0.2393213834877594,0.42880635505295156
433,CXCL10,0.1560173722249395,0.0
434,CXCL11,0.2301760655389999,0.0
435,CXCL12,0.1373529554514198,0.0
436,CXCL13,0.1538829787879997,0.0
437,CXCL14,0.0561665753789997,0.0
438,CXCL16,0.074684156711,0.15530133797018028
439,CXCL2,0.1550511102122798,0.2778142949371751
440,CXCL3,0.1791483567835598,0.19681458625711773
441,CXCL5,0.2212670110637798,0.0
442,CXCL6,0.1930602505076599,0.0
443,CXCL8,0.3617070110495997,0.5821449767764457
444,CXCL9,0.2435048534349997,0.0
445,CXCR1,0.71025109199504,0.0
446,CXCR2,0.4312593966358998,0.0
447,CXCR4,0.3932940752927498,0.0
448,CXCR5,0.479470265815333,0.0
449,CXCR6,0.5183928357082538,0.0
450,CXXC4,0.1010681553179998,0.0
451,CYCS,0.0065818694059998,0.029903372929861463
452,CYLD,0.0197398939503999,0.03177013371120214
453,CYP17A1,0.001666224424,0.0
454,CYP27A1,0.0922650071,0.3356219128540167
455,CYP7A1,0.1352892259199999,0.0
456,CYP8B1,0.16276171634,0.0
457,CYSLTR2,0.056038845121,0.0
458,CYTH1,1.4311659000000002e-05,3.968034433994147e-05
459,CYTH2,1.4311659000000002e-05,3.295381266941408e-05
460,CYTH3,1.4311659000000002e-05,9.920086084985367e-06
461,CYTH4,1.4311659000000002e-05,0.0
462,DAAM1,0.0347181188369999,0.06220651817997948
463,DAAM2,0.010503617177,0.0
464,DAB2IP,0.0284092322069998,0.07286824189531974
465,DAPP1,0.0378495043145998,0.0
466,DAXX,0.0356492086334,0.06387480713938098
467,DBI,0.15639162436,0.5688880082690639
468,DCHS1,0.006958085292,0.0
469,DCHS2,0.041526593933,0.0
470,DCN,0.009082114462,0.0
471,DDB2,0.02471369098,0.027150764608974223
472,DDIT3,0.048247536206,0.22021855462463505
473,DDIT4,0.0053774170619999,0.0246552823485178
474,DDX58,0.1384198508705,0.19189065872883032
475,DEFB4A,0.0533942395396,0.0
476,DEFB4B,0.0527481042159998,0.0
477,DEPDC5,0.0204083131759999,0.02242082364614079
478,DEPTOR,0.087971939,0.21094749666700663
479,DHH,0.0993605220823997,0.0
480,DHX33,0.016816001318,0.034967891705592065
481,DHX58,2.8623318000000003e-05,3.968034433994147e-05
482,DIAPH1,0.02358045597774,0.08450101057366188
483,DISP1,0.0317200387739999,0.03484802439414521
484,DKK1,0.037360465803,0.0
485,DKK2,2.8623318000000003e-05,0.0
486,DKK4,0.003964620403,0.0
487,DLG1,0.1032304952796998,0.26478099253810217
488,DLG2,0.0813614327199998,0.0
489,DLG4,0.0375175065098999,0.0
490,DLG5,0.163462090965,0.3763853739256457
491,DLL1,5.724663600000001e-05,3.968034433994147e-05
492,DLL3,0.011253575521,0.0
493,DLL4,0.0026766676919999,0.00430793046249212
494,DNM1L,0.047608402833,0.10460635279239092
495,DOCK2,0.1617284733991997,0.0
496,DOCK4,0.01193178395728,0.0
497,DRD1,0.1439216322009679,0.0
498,DRD2,0.1291239315429939,0.0
499,DRD5,0.1412202036157999,0.0
500,DTX1,0.022969816777,0.0
501,DTX2,0.0247934306619998,0.06543128491485826
502,DTX3,0.012562545121,0.02021863639440143
503,DTX3L,0.0146030213769999,0.04513855902360571
504,DTX4,5.724663600000001e-05,0.00015107715433161674
505,DUSP1,0.07955743447,0.1102900227909262
506,DUSP10,0.1271073160119999,0.26431223316677915
507,DUSP16,0.103263973404,0.27964402394331545
508,DUSP2,0.2340839407879998,0.0
509,DUSP3,0.1607956417639996,0.47345295529000364
510,DUSP4,0.1743433901739998,0.6636664437147564
511,DUSP5,0.1119545911359999,0.07760100919665977
512,DUSP6,0.09168277176,0.3205695047150455
513,DUSP7,0.1276948535119996,0.08851132768385775
514,DUSP8,0.12169032481,0.195853022325634
515,DVL1,0.240150715660833,0.7423160573120166
516,DVL2,0.4153650223614998,1.0961721067289218
517,DVL3,0.2664300987659398,0.8353900336300364
518,E2F4,0.0765403845831999,0.23658957814304324
519,E2F5,0.0260262834656678,0.01804004500468156
520,EBAG9,0.1250498170199999,0.3386411821288053
521,ECSIT,0.0236230856425999,0.06059201834024546
522,EDAR,1.4311659000000002e-05,1.9840172169970734e-05
523,EDARADD,0.0004831727947599,0.0
524,EDN1,0.1706753210855194,0.0
525,EDN2,0.2343491234339998,0.0
526,EDN3,0.294059803122,0.0
527,EDNRA,0.0907036145986,0.0
528,EDNRB,0.1278156729204257,0.0
529,EEF2,0.011633344144,0.07035116172569653
530,EEF2K,0.1118843373523998,0.18007089434251897
531,EFCAB7,0.0220108342619999,0.024181373004070156
532,EFNA1,0.4692873720199993,1.40585932593165
533,EFNA2,0.4506562895047994,0.49509653761554595
534,EFNA3,0.3638999702369992,0.5044724767512481
535,EFNA4,0.2682104972959996,0.5219135287714582
536,EFNA5,0.4574958159579994,0.0
537,EGF,0.4055030076430587,0.0
538,EGFR,2.932598939923198,5.2545119200555455
539,EGLN1,0.0466983182119999,0.11977882129240353
540,EGLN2,0.0320404410739999,0.03520002229824274
541,EGLN3,0.0558025125561399,0.10858667552577918
542,EGR1,0.1381230967139999,0.22230054843431332
543,EGR2,0.0183057277423999,0.0
544,EGR3,0.0239314615079999,0.0
545,EHHADH,0.0879264311399999,0.1415121317817421
546,EI24,0.0203223433,0.06281722589202193
547,EIF4B,0.0721266353622,0.3383711380587706
548,EIF4E,0.016075294178,0.03701473273975678
549,EIF4E1B,0.0171568080229999,0.0
550,EIF4E2,0.013654562258,0.03502326069007565
551,EIF4EBP1,0.4266940912199998,1.8307136921570808
552,ELAVL1,0.2265699922393798,0.5432911133487723
553,ELF5,0.0658393679,0.0
554,ELK4,0.0898286880379997,0.17479855572946723
555,ELMO1,0.1232005363279998,0.0
556,ELOB,0.0139306524919998,0.06622061304168168
557,ELOC,0.018986602443,0.05010673234169012
558,ENAH,0.022956759918,0.0
559,ENO1,0.088115843315,0.504050096220488
560,ENO2,0.0263436371157999,0.060658466118085515
561,ENO3,0.0360671356599998,0.03962379845313557
562,ENO4,0.0297383565699999,0.0
563,EP300,1.7468352100874789,5.049003156935462
564,EPHA2,1.652623617244,5.506879871002517
565,EPO,0.4156786179657196,0.0
566,EPOR,0.5151183054687051,0.35705280109044957
567,ERBB2,0.7670240603557985,2.4049995047240973
568,ERBB3,1.011014313140999,3.5652009636823414
569,ERBB4,1.1365465005753983,0.0
570,ERBIN,1.4311659000000002e-05,4.7168893345882654e-05
571,EREG,0.4024138251099994,1.243878217233317
572,ESR1,6.289709933099997,0.0
573,ESR2,1.8015337833679987,0.0
574,ESRRB,5.9645552000000006e-05,0.0
575,ETS1,0.07990413532,0.08778366497795155
576,ETS2,0.0957324392999997,0.3001685097019375
577,EVC,0.000789725136,0.0
578,EVC2,0.007489207377,0.0
579,EVL,0.022388921462,0.0
580,EXOC2,0.0290448599979998,0.06964653248829421
581,EXOC7,2.8623318000000003e-05,7.936068867988294e-05
582,F2,0.1006832787179999,0.0
583,F2R,0.4045850350349319,0.0
584,F2RL3,6.059418556e-05,0.0
585,F3,0.048119311944,0.10572893484786511
586,FABP1,0.1386225600399999,0.09608583665372766
587,FABP3,0.1900041909399998,0.0
588,FABP4,0.2235075366399998,0.0
589,FADD,0.1731147963639998,0.5501681416745141
590,FADS2,0.1064122001919998,0.0
591,FARP2,0.0897796216107999,0.14449472678440922
592,FAS,0.011181099058,0.0
593,FASLG,0.0503752817256,0.0
594,FASN,0.004276885944,0.013021075220091924
595,FAT4,0.004570909521,0.0
596,FBP1,0.01708794558,0.03754605400455982
597,FBP2,0.0002251484246,0.0
598,FBXO25,0.0142638695245999,0.019773921889702697
599,FBXO32,0.0158710027716,0.017436078678365392
600,FBXW11,0.020154239511,0.05825324468446941
601,FCER1A,0.054502286296,0.0
602,FCER1G,0.1210291084811999,0.0
603,FCGR2B,2.8623318000000003e-05,0.0
604,FFAR2,0.0663175858901998,0.0
605,FGF1,0.5213894898499996,0.0
606,FGF10,0.4514788840839998,0.0
